keyword,Title,Review_Count,Rating,Address,Country,City,State,Google_id,Place_id,Latitude,Longitude,Category,Price_Range,Current_Status,Transportation & Travel,Hotels & Hospitality,Public & Government Services,Education,Religious Institutions,Home & Construction Services,Finance & Services,Entertainment & Recreation,Retail & Shopping,Health,Beauty & Wellness,Restaurants,Coffee Shops,Food & Dining,POI Density,Avg Rating - Restaurants,Avg Rating - Coffee Shops,Avg Rating - Food & Dining,Avg Num of Reviewers - Restaurants,Avg Num of Reviewers - Coffee Shops,Avg Num of Reviewers - Food & Dining,Total Num of Reviewers - Food & Dining,Direct Competition - Same Category/POI Density,Indirect Competition - Food & Dining/POI Density,Indirect Competition - Opposite Category/POI Density,Population_Within_1km,Population_Within_2km,Population_Within_3km
Restaurant,Mumtaz Restaurant,202.0,4.2,"7345 11th St, Al Adamah, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fb7e9577bc63:0x3b9038cc7d1a7fb4,ChIJY7x3lX77ST4RtH8afcw4kDs,26.4312391,50.1047617,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,4.069999999999999,,4.069999999999999,1115.45,,1115.45,22309.0,1.0,1.0,0.0,76753,195285,336485
Restaurant,Karachi Restaurant,151.0,4.2,"Karachi Restaurant, Al Souq، https://goo.gl/maps/dwKLDfsSssdCYGo9A, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fd3241bd3f01:0xe756aece70911de7,ChIJAT-9QTL9ST4R5x2RcM6uVuc,26.4422327,50.0986993,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.184210526315789,4.3,4.19,1374.5263157894738,246.0,1318.1,26362.0,0.95,1.0,0.05,81617,215764,353102
Restaurant,Eastern Sea Restaurant,38.0,4.2,"F258+5WQ, Dallah, Industrial, Dammam 32443, Saudi Arabia",SA,Dammam,,0x3e3601bc661a49cd:0x39c56a5fadbf9aa3,ChIJzUkaZrwBNj4Ro5q_rV9qxTk,26.4579565,50.017357,South Indian restaurant,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,17,0,20,20,4.1625,,4.194444444444445,81.25,,170.77777777777777,3074.0,0.85,1.0,0.0,0,7108,41030
Restaurant,Madina Restaurant,120.0,3.8,"C596+594, Unnamed Road, Al Khalidiyyah Al Janubiyyah, Dammam 32221, Saudi Arabia",SA,Dammam,,0x3e49fb9840fd978b:0xeb524d7bf4f742a3,ChIJi5f9QJj7ST4Ro0L39HtNUus,26.4178832,50.1609582,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,4,0,0,15,3,20,20,4.06,4.1000000000000005,4.055,142.06666666666666,183.3333333333333,369.55,7391.0,0.75,1.0,0.15,8246,13294,25513
Restaurant,Mazali Restaurant (Kerala),107.0,4.0,"5425 3, Ar Rabi, 8187, Dammam 32241, Saudi Arabia",SA,Dammam,,0x3e49fbea0cdda955:0x64ed955dd9b46bbf,ChIJVandDOr7ST4Rv2u02V2V7WQ,26.4389874,50.1157545,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,19,1,20,20,4.11578947368421,4.0,4.11,1588.8947368421052,845.0,1551.7,31034.0,0.95,1.0,0.05,60893,151933,267567
Restaurant,Al Arafat Restaurant,45.0,4.1,"17th Cross, Al Khobar Al Shamalia، 7690 شارع الأمير نايف Prince Nayef, Al Khobar Saudi Arabia",SA,Al Khobar,,0x3e49e917c8056773:0xafadd17a90fece49,ChIJc2cFyBfpST4RSc7-kHrRra8,26.2943225,50.2107905,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,7,0,0,11,8,20,20,4.354545454545455,4.225,4.32,4915.272727272727,2009.625,3757.7,75154.0,0.55,1.0,0.4,93154,179052,319513
Restaurant,Baba abdo restaurant مطعم بابا عبده,1770.0,3.6,"King Saud St, Al Muhammadiyah, Dammam 31122, Saudi Arabia",SA,Dammam,,0x3e49fd8fb0cf7bd5:0x8943895f2d8bd4ac,ChIJ1XvPsI_9ST4RrNSLLV-JQ4k,26.4408907,50.0606614,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,16,2,20,20,4.0125,3.95,4.029999999999999,1125.75,193.5,1192.6,23852.0,0.8,1.0,0.1,22881,93158,207030
Restaurant,Chillies Restaurant,37.0,4.1,"C3Q7+QVQ, Al Athir, Dammam 32248, Saudi Arabia",SA,Dammam,,0x3e49fd62ce0ff78d:0x1779c3f42a9f3eed,ChIJjfcPzmL9ST4R7T6fKvTDeRc,26.4394677,50.0647221,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,2,0,0,17,1,20,20,4.011764705882353,3.9,4.029999999999999,1505.1764705882354,269.0,1565.5,31310.0,0.85,1.0,0.05,38335,109664,240566
Restaurant,Rose Garden Restaurant,331.0,3.9,"C4P4+MGF Adama Near Saudi Post, Al Adamah, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fb7d15b0dcb9:0x28f1196d1aa261a7,ChIJudywFX37ST4Rp2GiGm0Z8Sg,26.4366936,50.1062886,restaurants,SAR 20–40,,0,0,0,0,0,0,0,0,1,0,0,19,0,20,20,4.11578947368421,,4.115,1143.421052631579,,1115.4,22308.0,0.95,1.0,0.0,75936,216362,332266
Restaurant,Malabar restaurant,265.0,3.8,"3252، طريق الملك فهد, Al Khalidiyyah Al Janubiyyah, Dammam 32221, Saudi Arabia",SA,Dammam,,0x3e49fab544da91b5:0xd03b5c83d6e3cc6,ChIJtZHaRLX6ST4RxjxuPci1Aw0,26.4157208,50.1655859,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,17,2,20,20,4.0588235294117645,3.95,4.04,352.4117647058824,1250.0,553.75,11075.0,0.85,1.0,0.1,10365,18105,26094
Restaurant,Food Palace Indian Restaurant,48.0,4.0,"2943 بن عبد العزيز،, EKDA6423 شارع الملك عبد الله, Al Khobar 34429, Saudi Arabia",SA,Al Khobar,,0x3e49e9e344d41bcf:0x8fc919a2a58413d8,ChIJzxvUROPpST4R2BOEpaIZyY8,26.2827771,50.2114628,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,18,2,20,20,4.077777777777778,4.4,4.135,4026.722222222222,1991.5,3918.7,78374.0,0.9,1.0,0.1,92569,241367,346858
Restaurant,"Thalassery Restaurant, Dammam",202.0,3.8,"C4Q2+Q2Q, Al Souq, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fc78912dd1fd:0x5911812edfd42172,ChIJ_dEtkXj8ST4RciHU3y6BEVk,26.4394748,50.1001185,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.089473684210526,4.3,4.1,1450.1052631578948,246.0,1389.9,27798.0,0.95,1.0,0.05,84260,222619,354803
Restaurant,باكستاني مطعم تاج الامتياز Pakistani restaurant,81.0,4.3,"EDAA3257، 3257 5 ميناء الملك عبدالعزيز، 7609، حي ميناء الملك عبدالعزيز،, Dammam 32213, Saudi Arabia",SA,Dammam,,0x3e49e5283bfea011:0xc557f774bb61ee9,ChIJEaD-OyjlST4R6R62S3d_VQw,26.4167575,50.1735235,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,19,2,20,20,4.063157894736842,3.95,4.055,290.3157894736842,1250.0,294.5,5890.0,0.95,1.0,0.1,11355,21869,26320
Restaurant,SriLankan Taste of Serendib Restaurant,144.0,4.4,"4986 King Khaled St, Ar Rabi, Dammam 32241, Saudi Arabia",SA,Dammam,,0x3e49fb7b26d31817:0x2b0a94b5225aa60e,ChIJFxjTJnv7ST4RDqZaIrWUCis,26.4386039,50.111992,restaurants,SAR 20–40,,0,0,0,0,0,0,0,0,4,0,0,17,2,20,20,4.023529411764706,4.35,4.0600000000000005,1572.6470588235295,675.5,1433.45,28669.0,0.85,1.0,0.1,60235,178829,295132
Restaurant,Laila restaurant (Rahims),90.0,3.8,"Abu Hurairah St, Al-Hamra'a, Dammam 32422, Saudi Arabia",SA,Dammam,,0x3e49fc03720f3fad:0x88dda1c332637567,ChIJrT8PcgP8ST4RZ3VjMsOh3Yg,26.4659393,50.0924982,Kerala restaurant,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,17,2,20,20,4.076470588235294,4.0,4.075,2162.0,538.5,1954.35,39087.0,0.85,1.0,0.1,24930,79504,176923
Restaurant,Dawood Tamil Restaurant,253.0,3.9,"76X3+9XX, Prince Faisal Bin Fahd Road, Madinat Al Umal, Al Khobar 34441, Saudi Arabia",SA,Al Khobar,,0x3e49e85cc20ad571:0xa76dbfcf460ffc49,ChIJcdUKwlzoST4RSfwPRs-_bac,26.2984916,50.2049837,South Indian restaurant,SAR 1–20,,0,0,0,0,0,0,0,0,9,0,0,7,11,19,19,4.3,4.290909090909091,4.294736842105263,3342.285714285714,1509.909090909091,2177.5789473684213,41374.0,0.3684210526315789,1.0,0.5789473684210527,78458,179486,309801
Restaurant,Golden Restaurant,28.0,4.1,"6487 Al Imam Al Shafi, Al Khalij, 5126, Dammam 32425, Saudi Arabia",SA,Dammam,,0x3e49fd52f20f86e9:0x90fc833d6efdcbb1,ChIJ6YYP8lL9ST4Rscv9bj2D_JA,26.4452171,50.0928422,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,18,2,20,20,4.127777777777777,4.05,4.11,958.1666666666666,383.5,892.3,17846.0,0.9,1.0,0.1,78972,209835,358515
Restaurant,Kairali Restaurant (കൈരളി),16.0,4.1,"C26M+963, Badr, Dammam 32266, Saudi Arabia",SA,Dammam,,0x3e49fda352f12171:0xc4eae79a991a94f3,ChIJcSHxUqP9ST4R85QamZrn6sQ,26.410889,50.033059,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,5,0,0,19,1,20,20,4.005263157894737,4.3,4.0200000000000005,1934.210526315789,498.0,1862.4,37248.0,0.95,1.0,0.05,44822,132503,212495
Restaurant,Spicy Restaurant,188.0,4.2,"Al Rakah Al Janubiyah, Al Khobar 34226, Saudi Arabia",SA,Al Khobar,,0x3e49ef52040daf9b:0x9fc0e8e9088dbdae,ChIJm68NBFLvST4Rrr2NCOnowJ8,26.3633863,50.2010899,Bangladeshi restaurant,SAR 1–20,,0,0,0,0,0,0,0,0,7,0,0,12,7,20,20,4.083333333333333,4.342857142857143,4.205,1520.8333333333333,955.1428571428572,1359.8,27196.0,0.6,1.0,0.35,33144,61479,83462
Restaurant,Regency Restaurant,41.0,4.0,"3383 15, Al Badiyah, 7051, Dammam 32243, Saudi Arabia",SA,Dammam,,0x3e49fda82444fb83:0xb4e196aaddc9b7bc,ChIJg_tEJKj9ST4RvLfJ3aqW4bQ,26.428493,50.095534,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.11578947368421,4.8,4.15,1289.6842105263158,254.0,1237.9,24758.0,0.95,1.0,0.05,78039,205831,359195
Restaurant,اللہ مالک ریسٹورنٹ Allah malik restaurant,100.0,4.2,"Al Khalij, Dammam 32413, Saudi Arabia",SA,Dammam,,0x3e49fd4368d8e675:0x64760880c92d36af,ChIJdebYaEP9ST4RrzYtyYAIdmQ,26.4455658,50.0941517,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,17,2,20,20,4.117647058823529,3.7,4.075,970.8823529411764,179.0,871.85,17437.0,0.85,1.0,0.1,76720,205207,363142
Restaurant,Blue Sea Restaurant,15.0,4.5,"C4V6+WGF, Al Amamrah, Dammam 32415, Saudi Arabia",SA,Dammam,,0x3e49fb9ad4c4bdb1:0xfba178f906450a5,ChIJsb3E1Jr7ST4RpVBkkI8Xug8,26.4448178,50.1112819,restaurants,,,0,0,0,0,0,0,0,0,3,0,0,18,2,20,20,4.027777777777778,4.5,4.075,1585.611111111111,376.0,1464.65,29293.0,0.9,1.0,0.1,56936,171894,283011
Restaurant,Diamond Restaurant,11.0,4.5,"3814 15th St, Al Souq, حي 8496, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fd4b7d95def3:0xa82caaeefc5c63ef,ChIJ896VfUv9ST4R72Nc_O6qLKg,26.4416678,50.0997692,restaurants,,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.1,4.3,4.11,1447.2631578947369,246.0,1387.2,27744.0,0.95,1.0,0.05,73272,215970,351816
Restaurant,Liel Al Mahrousa Egyptian Restaurant مطعم ليل المحروسة للأكلات المصرية,2156.0,4.6,"9th St, مع, الخبر الشماليه تقاطع ش الملك خالد, Al Khobar Saudi Arabia",SA,Al Khobar,,0x3e49e984f9c44701:0xf7764aa248b7ba99,ChIJAUfE-YTpST4Rmbq3SKJKdvc,26.2882903,50.2147809,restaurants,$$,,0,0,0,0,0,0,0,0,6,0,0,14,5,20,20,4.25,4.58,4.355,5874.214285714285,1666.8,4779.1,95582.0,0.7,1.0,0.25,70080,195188,313066
Restaurant,Siddique Restaurant,427.0,4.2,"4908 Al Imam Al Shafi, Al Khalij, 6486, Dammam 32425, Saudi Arabia",SA,Dammam,,0x3e49fd2d0ca8a10d:0x84e14fa9ebe1cc21,ChIJDaGoDC39ST4RIczh66lP4YQ,26.4453642,50.0906874,restaurants,SAR 20–40,,1,0,0,0,0,0,0,0,3,0,0,19,1,20,20,4.184210526315789,4.3,4.18,926.8947368421052,742.0,909.25,18185.0,0.95,1.0,0.05,72740,213150,363261
Restaurant,Abdul Rehman Hyderabadi Restaurant,175.0,4.0,"8516 الخامس عشر، 3814, Al Souq, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fc786be97da7:0xbda6f300ccb61637,ChIJp33pa3j8ST4RNxa2zADzpr0,26.4417885,50.099802,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.121052631578947,4.3,4.13,1431.6842105263158,246.0,1372.4,27448.0,0.95,1.0,0.05,73272,216068,353349
Restaurant,La Tavola Italian Restaurant مطعم لاتاڤولا الايطالى,1176.0,4.9,"Othaim mall, Al Shifa, Dammam 32236, Saudi Arabia",SA,Dammam,,0x3e49fbf9eef24469:0x968dca6bf4467baf,ChIJaUTy7vn7ST4Rr3tG9GvKjZY,26.4001967,50.1176689,restaurants,,,0,0,0,0,0,0,0,0,5,0,1,14,7,20,20,3.878571428571429,4.214285714285714,3.985,692.5,741.0,719.95,14399.0,0.7,1.0,0.35,11683,46079,93751
Restaurant,Rajdhani Restaurant,76.0,4.0,"C4H4+4M4, Prince Talal Street, Madinat Al Umal, Dammam 32253, Saudi Arabia",SA,Dammam,,0x3e49fb64adf3fae9:0xa9708f346a6c75f3,ChIJ6frzrWT7ST4R83VsajSPcKk,26.4277715,50.1066903,restaurants,SAR 1–40,,0,0,0,0,0,0,0,1,4,0,0,15,4,20,20,4.033333333333333,4.175,4.065,960.2666666666668,642.5,877.85,17557.0,0.75,1.0,0.2,52803,187458,315304
Restaurant,Srilankan Kandy Restaurant,396.0,4.0,"2759 King Abdulaziz Rd, 2759, Al Khalidiyyah Al Janubiyyah, 8909, Dammam 32221, Saudi Arabia",SA,Dammam,,0x3e49fb57de1c0ed7:0x336c7f29261c91e6,ChIJ1w4c3lf7ST4R5pEcJil_bDM,26.4171732,50.1606929,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,4,0,0,15,3,20,20,4.06,4.1000000000000005,4.055,142.06666666666666,183.3333333333333,369.55,7391.0,0.75,1.0,0.15,8246,13247,25113
Restaurant,Ashaz Modern Indian Restaurant,1319.0,4.7,"Shamalia, Khalid Bin Al walid Street Raka, Al Khobar 34225, Saudi Arabia",SA,Al Khobar,,0x3e49ef7cb10eca7d:0xf99303b2aec91cd,ChIJfcoOsXzvST4RzZHsKjswmQ8,26.3627275,50.1964796,restaurants,,,0,0,0,0,0,0,0,0,5,0,0,14,5,20,20,4.035714285714286,4.38,4.154999999999999,1635.071428571429,850.2,1470.1,29402.0,0.7,1.0,0.25,37277,67224,90096
Restaurant,Bangladeshi Restaurant,70.0,4.0,"7395 Bashir ibn Saad St, 2695, Dammam 32243, Saudi Arabia",SA,Dammam,,0x3e49fdb6a80a0991:0x331dcb50e108afc1,ChIJkQkKqLb9ST4Rwa8I4VDLHTM,26.4316415,50.0886802,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,4,0,0,16,2,20,20,4.0375,4.05,4.0600000000000005,1710.5625,790.0,1700.4,34008.0,0.8,1.0,0.1,77941,233670,360722
Restaurant,Turaiya Restaurant,18.0,3.9,"Abu Bakr Alsiddiq St, Uhud, Dammam 32264, Saudi Arabia",SA,Dammam,,0x3e49fdabc8832141:0x2f23525210abcf11,ChIJQSGDyKv9ST4REc-rEFJSIy8,26.4108425,50.0336518,restaurants,,,0,0,0,0,0,0,0,0,5,0,0,19,1,20,20,3.9631578947368418,4.3,3.98,1882.157894736842,498.0,1812.95,36259.0,0.95,1.0,0.05,46172,134934,214049
Restaurant,Malabar Restaurant مطعم مالابار,10.0,4.2,"Al Souq, 8421, 3790, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fd0049a62393:0x69b59251a6eb2c39,ChIJkyOmSQD9ST4ROSzrplGStWk,26.4410358,50.099567,Indian Muslim Restaurant,,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.084210526315789,4.3,4.095,1465.0526315789473,246.0,1404.1,28082.0,0.95,1.0,0.05,83549,218146,354569
Restaurant,Kathmandu Nepali Restaurant,49.0,4.3,"EDJA3563, 8619 عمر بن الفضل, 3563, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fde6c57d7b07:0x16723cde128705ce,ChIJB3t9xeb9ST4RzgWHEt48chY,26.4427362,50.0973558,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.21578947368421,4.3,4.220000000000001,1240.7894736842106,246.0,1191.05,23821.0,0.95,1.0,0.05,78367,219248,364985
Restaurant,Hindi restaurant,95.0,4.0,"3740 As Sakan Ibn Rafi, 8497, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fd466d7e95ab:0xa8bb8c6311eda469,ChIJq5V-bUb9ST4RaaTtEWOMu6g,26.4478301,50.107431,restaurants,SAR 20–40,,0,0,0,0,0,0,0,0,3,0,0,16,5,20,20,4.0875,4.16,4.1,597.0,346.4,538.2,10764.0,0.8,1.0,0.25,55570,172632,297118
Restaurant,Delhi darbar restaurant,10.0,4.1,"حي, 2286 King Fahd, 7483, Al Dawasir, Dammam 32416, Saudi Arabia",SA,Dammam,,0x3e49fdd9948ea90d:0xbf806f8c6bd4d4c1,ChIJDamOlNn9ST4RwdTUa4xvgL8,26.4461353,50.09934,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,2,0,0,17,2,20,20,4.152941176470588,4.0,4.135,1066.4117647058824,372.0,972.35,19447.0,0.85,1.0,0.1,73688,204556,346172
Restaurant,Shalimar Restaurant,785.0,4.0,"C3RX+RR4, Al Souq, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fd99d1be0235:0x36033063db07c5b0,ChIJNQK-0Zn9ST4RsMUH22MwAzY,26.4420217,50.0995708,restaurants,SAR 20–40,,0,0,0,0,0,0,0,0,1,0,0,19,1,20,20,4.147368421052631,4.3,4.154999999999999,1342.842105263158,246.0,1288.0,25760.0,0.95,1.0,0.05,74884,214958,352071
Restaurant,Fayrouz All Day Dining Restaurant,36.0,4.1,"Prince Mohammed Bin Fahd Road, Al Mazruiyah, Dammam 32414, Saudi Arabia",SA,Dammam,,0x3e49fb298d66a2fb:0xe353c22fae6a2cdf,ChIJ-6JmjSn7ST4R3yxqri_CU-M,26.4528526,50.120561,restaurants,SAR 200+,,0,0,0,0,0,0,0,0,4,0,0,14,4,19,19,4.335714285714286,4.225,4.310526315789474,4210.071428571428,1756.0,3531.842105263158,67105.0,0.7368421052631579,1.0,0.2105263157894736,35937,90916,187958
Restaurant,مطعم سمك ورز للمأكولات البحرية (Fish & Rice Seafood Restaurant),1168.0,4.6,"Khwarizmi Road, Street, Dammam 32266, Saudi Arabia",SA,Dammam,,0x3e49fd0829a08d73:0x681e745a59d45365,ChIJc42gKQj9ST4RZVPUWVp0Hmg,26.4167295,50.0268518,restaurants,,,0,0,0,0,0,0,0,0,4,0,0,18,3,20,20,4.077777777777778,4.233333333333333,4.1,1865.2777777777776,686.6666666666666,1749.4,34988.0,0.9,1.0,0.15,49866,139935,218116
Restaurant,Pakistani Restaurant Eastern Deserts,81.0,3.3,"8833 King Saud St, Al Dabab, 2325, Dammam 32262, Saudi Arabia",SA,Dammam,,0x3e49fde23934f88b:0xb12161f3da96f32e,ChIJi_g0OeL9ST4RLvOW2vNhIbE,26.4318471,50.043706,restaurants,,,0,0,0,0,0,0,0,0,5,0,0,13,4,20,20,4.115384615384615,4.15,4.105,816.0,248.5,657.2,13144.0,0.65,1.0,0.2,34398,84547,187385
Restaurant,The Square Restaurant,35.0,3.6,"C45Q+2F4, Al Khalidiyah Ash Shamaliyah, Dammam 32232, Saudi Arabia",SA,Dammam,,0x3e49fb2b30f397bf:0xd9f76fc57530c656,ChIJv5fzMCv7ST4RVsYwdcVv99k,26.407518,50.138688,restaurants,SAR 160–180,,2,0,0,0,0,0,1,0,7,0,1,10,3,16,16,3.8777777777777778,4.0,4.113333333333333,153.66666666666666,173.66666666666666,135.13333333333333,2027.0,0.625,1.0,0.1875,2479,19937,52798
Restaurant,Restaurant,15.0,3.9,"EFAA2413, 8974 طريق ابو حدرية, 2413, Dammam 32517, Saudi Arabia",SA,Dammam,,0x3e3601a3f1610b03:0xfcb420384df2cc3a,ChIJAwth8aMBNj4ROszyTTggtPw,26.4929681,49.9577482,restaurants,SAR 1–40,,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3.95,,3.95,8.0,,8.0,16.0,1.0,1.0,0.0,0,0,0
Restaurant,Al Waqas Restaurant,537.0,4.0,"6486 5142 Al Imam Al Shafi, Al Khalij, Dammam 32425, Saudi Arabia",SA,Dammam,,0x3e49fc718314f267:0x9f1133faa2cb1318,ChIJZ_IUg3H8ST4RGBPLovozEZ8,26.4453788,50.0928791,restaurants,SAR 1–40,,0,0,0,0,0,0,0,0,3,0,0,18,2,20,20,4.127777777777777,4.05,4.11,958.1666666666666,383.5,892.3,17846.0,0.9,1.0,0.1,81075,207014,357079
Restaurant,Ayesha Restaurant and Sweets مطعم و حلويات عائشه,113.0,4.2,"C4P4+8J6, 10th St, Al Adamah, Dammam 32242, Saudi Arabia",SA,Dammam,,0x3e49fbc3cd2422e5:0xe12a18c5374b95c,ChIJ5SIkzcP7ST4RXLl0U4yhEg4,26.4357969,50.1065263,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,19,0,20,20,4.1,,4.1,1174.6315789473683,,1145.05,22901.0,0.95,1.0,0.0,75232,211201,324017
Restaurant,BISMI RESTAURANT,5.0,4.0,"7229 السادس عشر،, Al Dawasir, 2132, Dammam 32416, Saudi Arabia",SA,Dammam,,0x3e49fda1771ba81b:0xbac7473eb88fa46c,ChIJG6gbd6H9ST4RbKSPuD5Hx7o,26.4438193,50.0977954,restaurants,,,0,0,0,0,0,0,0,0,2,0,0,18,1,20,20,4.177777777777778,4.3,4.18,1091.2222222222222,246.0,1023.1,20462.0,0.9,1.0,0.05,90099,209212,358042
Restaurant,Biryani House Restaurant,400.0,3.8,"Between Cross 19 & 20, Prince Fawaz St, Al Khobar Al Shamalia, Al Khobar 34426, Saudi Arabia",SA,Al Khobar,,0x3e49e979c9c133e7:0xb355a76f75af9e95,ChIJ5zPByXnpST4RlZ6vdW-nVbM,26.2963724,50.2098825,restaurants,$$,,0,0,0,0,0,0,0,0,9,0,0,10,10,20,20,4.42,4.29,4.355,4971.5,1546.4,3187.1,63742.0,0.5,1.0,0.5,91132,166236,304787
Restaurant,Yeye and Meat at Tony's Restaurant,12.0,1.9,"C4M8+XRJ, Prince Mohammed Bin Fahd Road, Muhammed Ibn Saud, Dammam 32241, Saudi Arabia",SA,Dammam,,0x3e49fb1e6c9cba03:0x3c0920da83817668,ChIJA7qcbB77ST4RaHaBg9ogCTw,26.4349746,50.1170211,restaurants,,,0,0,0,0,0,0,0,0,4,0,0,18,2,20,20,4.138888888888889,4.35,4.16,1559.0,675.5,1470.65,29413.0,0.9,1.0,0.1,57929,152656,259361
Restaurant,7 Days Restaurant,99.0,3.9,"76J5+PC7, Al Khobar Al Shamalia, Al Khobar 34429, Saudi Arabia",SA,Al Khobar,,0x3e49e937a02af295:0xedd786ba4c2f161d,ChIJlfIqoDfpST4RHRYvTLqG1-0,26.2817831,50.2085429,restaurants,SAR 1–20,Temporarily closed,0,0,0,0,0,0,0,0,3,0,0,18,1,20,20,4.138888888888889,4.2,4.18,3542.111111111112,3099.0,3566.55,71331.0,0.9,1.0,0.05,91259,268911,356531
Restaurant,Al-Shola Bhukari Restaurant,136.0,3.8,"C58G+366, King Abdul Aziz Seaport, Dammam 32213, Saudi Arabia",SA,Dammam,,0x3e49e553ca684735:0x37faedf4f3282485,ChIJNUdoylPlST4RhSQo8_Tt-jc,26.4151727,50.1755213,restaurants,SAR 20–40,Temporarily closed,0,0,0,0,0,0,0,0,2,0,0,18,3,20,20,4.05,3.966666666666667,4.04,302.5,1005.0,316.7,6334.0,0.9,1.0,0.15,11016,21994,26364
Restaurant,زيا | Ziya Restaurant,420.0,4.4,"Imam Mohamed Bin Saud, Al Faysaliyah, Dammam 32272, Saudi Arabia",SA,Dammam,,0x3e49fdc1d36c593d:0x1abb88d48bbe6e12,ChIJPVls08H9ST4REm6-i9SIuxo,26.3854706,50.0593103,restaurants,,Temporarily closed,0,0,0,0,0,0,0,0,4,0,0,16,3,20,20,4.14375,4.266666666666667,4.175,1984.125,1126.3333333333333,1803.25,36065.0,0.8,1.0,0.15,14187,57337,150672
Restaurant,Noor Al Abrar,41.0,4.3,"6906 10th St, Al Aqrabiyah, 3619, Al Khobar 34446, Saudi Arabia",SA,Al Khobar,,0x3e49e937713bf385:0x3efd5a8eac9e1b02,ChIJhfM7cTfpST4RAhuerI5a_T4,26.2905302,50.1964037,restaurants,SAR 20–40,Temporarily closed,0,0,0,0,0,0,0,0,2,0,0,18,1,20,20,4.205555555555556,3.9,4.215,4189.833333333333,9066.0,4013.0,80260.0,0.9,1.0,0.05,64835,234226,366086
Restaurant,RedPot multi Cuisine Family Restaurant,464.0,4.4,"5126 King Khaled St, Ar Rabi, Dammam 32241, Saudi Arabia",SA,Dammam,,0x3e49fbdfa77e59c1:0x75fc076379481d58,ChIJwVl-p9_7ST4RWB1IeWMH_HU,26.4386765,50.1129134,restaurants,SAR 20–60,,0,0,0,0,0,0,0,0,4,0,0,18,2,20,20,4.055555555555555,4.35,4.085,1616.1666666666667,675.5,1522.1,30442.0,0.9,1.0,0.1,61816,176210,290712
Restaurant,Madura Restaurant,1743.0,4.1,"Al Dawasir, 2103 الملك فيصل بن عبد العزيز،, 7312, Dammam 32416, Saudi Arabia",SA,Dammam,,0x3e49fc771b668511:0xbaaa0ad5f68e8ba9,ChIJEYVmG3f8ST4RqYuO9tUKqro,26.4447142,50.0975272,restaurants,SAR 1–20,,0,0,0,0,0,0,0,0,2,0,0,18,1,20,20,4.161111111111111,4.3,4.165,1010.0555555555557,246.0,950.05,19001.0,0.9,1.0,0.05,78151,204644,357878
Restaurant,King Maktoom' Restaurant,687.0,4.3,"شارع عبدالرحمن بن عوف، الشعلة، الدمام 32511, Dammam 34265, Saudi Arabia",SA,Dammam,,0x3e49e336df97a417:0x52ca23287474bacc,ChIJF6SX3zbjST4RzLp0dCgjylI,26.3539784,50.0713451,restaurants,,,0,0,0,0,0,0,0,0,4,0,0,14,6,20,20,3.9642857142857135,4.216666666666667,4.04,1572.357142857143,811.0,1343.95,26879.0,0.7,1.0,0.3,22034,67638,123228
