keyword,Title,Review_Count,Rating,Address,Country,City,State,Google_id,Place_id,Latitude,Longitude,Category,Price_Range,Current_Status,general_category,Religious Institutions,Health,Restaurants,Public & Government Services,Coffee Shops,Entertainment & Recreation,Transportation & Travel,Finance & Services,Retail & Shopping,Food & Dining,Home & Construction Services,Beauty & Wellness,Hotels & Hospitality,Education,POI Density,Avg Rating - Restaurants,Avg Rating - Food & Dining,Avg Rating - Coffee Shops,Avg Num of Reviewers - Restaurants,Avg Num of Reviewers - Food & Dining,Avg Num of Reviewers - Coffee Shops
Tim Hortons,تيم هورتينز Tim Hortons,116.0,4.3,"Al Amanah, King Fahd Suburb, Dammam 32313, Saudi Arabia",SA,Dammam,,0x3e3603ad8feee201:0x8815048e1dd010ac,ChIJAeLuj60DNj4RrBDQHY4EFYg,26.3783822,49.9913315,coffee shops,,,0,0,0,8,0,3,0,0,0,3,10,0,0,0,0,10,4.05,4.12,4.366666666666666,71.625,72.0,87.66666666666667
Tim Hortons,Tim Hortons,369.0,4.1,"Al Dawhah Al Janubiyah, Dhahran 34457, Saudi Arabia",SA,Dhahran,,0x3e49e75a46bfda73:0x413fd39f01008f2a,ChIJc9q_RlrnST4RKo8AAZ_TP0E,26.3055625,50.1719375,coffee shops,SAR 20–40,,0,0,0,13,0,7,0,0,0,4,20,0,0,0,0,20,4.338461538461538,4.355,4.385714285714286,4454.923076923077,3834.55,2682.4285714285716
Starbucks,Starbucks,507.0,4.5,"Drive Thru, King Saud St, Al Khobar Al Shamalia, 10th St, Al Khobar Saudi Arabia",SA,Al Khobar,,0x3e49e963afb8693f:0x816e311db2070dc,ChIJP2m4r2PpST4R3HAg2xHjFgg,26.2882713,50.2161335,coffee shops,SAR 20–40,,0,0,0,13,0,6,0,0,0,7,20,0,0,0,0,20,4.269230769230769,4.375,4.55,6221.538461538462,4772.0,1592.8333333333333
Tim Hortons,Tim Hortons,107.0,4.2,"82WW+6GF, Prince Mutaib bin Abdulaziz Street, Village2, Dammam 34273, Saudi Arabia",SA,Dammam,,0x3e49e32ef9f8eb5b:0xccca0d1095af6dd6,ChIJW-v4-S7jST4R1m2vlRANysw,26.3455681,50.0463027,coffee shops,SAR 20–40,,0,0,0,12,0,7,0,0,0,9,20,0,0,0,0,20,3.9,4.04,4.214285714285714,935.4166666666666,732.25,584.0
Starbucks,Starbucks,359.0,4.2,"Al Fakharia DT, Al-Imam Mohammed Bin Abd Al-Wahab, Village2, Dammam 34273, Saudi Arabia",SA,Dammam,,0x3e49e3946374743f:0x2b6f47d0bea08259,ChIJP3R0Y5TjST4RWYKgvtBHbys,26.345893,50.046729,coffee shops,SAR 20–40,,0,0,0,12,0,7,0,0,0,9,20,0,0,0,0,20,3.9,4.04,4.214285714285714,935.4166666666666,732.25,584.0
Tim Hortons,Tim Hortons,782.0,4.2,"4475 الثامن عشر،، 8260, Ar Rayyan, 8260, Dammam Saudi Arabia",SA,Dammam,,0x3e49fdd5444599c9:0xa72892c93b9b8b78,ChIJyZlFRNX9ST4ReIubO8mSKKc,26.411577,50.092782,coffee shops,SAR 20–40,,0,0,0,10,0,10,0,0,0,10,20,0,0,0,0,20,4.17,4.195,4.17,530.4,491.25,740.6
Starbucks,Starbucks,1112.0,4.1,"King Faisal Ibn Abd Al Aziz, Al Rawabi, Al Khobar 34421, Saudi Arabia",SA,Al Khobar,,0x3e49e8c28cbd670d:0x93109b44fe24ac1a,ChIJDWe9jMLoST4RGqwk_kSbEJM,26.3340287,50.2121185,coffee shops,SAR 20–40,,0,0,0,8,0,12,0,0,0,11,20,0,0,0,0,20,4.3,4.26,4.241666666666666,2382.75,1299.35,590.75
Tim Hortons,Tim Hortons,552.0,4.0,"Lulu Hypermarket, Prince Mohammed Bin Fahd Road, Entrance 1, Ground Floor, Dammam Saudi Arabia",SA,Dammam,,0x3e49fbbfe0ccf96f:0x4bf7a1b34e25662d,ChIJb_nM4L_7ST4RLWYlTrOh90s,26.459237,50.121444,coffee shops,SAR 20–40,,0,0,0,16,0,4,0,0,0,5,20,0,0,0,0,20,4.28125,4.26,4.2,3883.375,3399.7,1426.75
Tim Hortons,Tim Hortons,250.0,4.3,"12&13 Doha Center, Abdullah Ibn Al Abbas St, Al Dawhah Al Janubiyah, Dhahran 34451, Saudi Arabia",SA,Dhahran,,0x3e49e7c3b4760b01:0xde5ab9780636e650,ChIJAQt2tMPnST4RUOY2Bni5Wt4,26.3234891,50.1649827,coffee shops,SAR 20–40,,0,0,0,19,0,1,0,0,0,2,20,0,0,0,0,20,4.078947368421052,4.0600000000000005,3.7,1525.5263157894738,1463.95,294.0
Tim Hortons,Tim Hortons,693.0,4.1,"Abu Al Fath Thaqfi, Al Jalawiyah, Dammam 32246, Saudi Arabia",SA,Dammam,,0x3e49fddfb96bbae5:0x274419c68d7d582f,ChIJ5bprud_9ST4RL1h9jcYZRCc,26.430946,50.067987,coffee shops,SAR 20–40,,0,0,0,16,0,4,0,0,0,7,20,0,0,1,0,20,4.1,4.095000000000001,4.0,1001.0,1195.55,441.5
Starbucks,Starbucks,170.0,4.2,"Al Mana Medical Tower 2, 7680 Prince Musaid Street, Al Khobar Al Shamalia, Al Khobar 34425, Saudi Arabia",SA,Al Khobar,,0x3e49e9670230cde1:0xe50b7f29428da797,ChIJ4c0wAmfpST4Rl6eNQil_C-U,26.294236,50.219004,coffee shops,SAR 20–40,,0,0,0,11,0,9,0,0,0,6,20,0,0,0,0,20,4.336363636363637,4.33,4.322222222222222,6001.181818181818,4075.55,1722.0
Starbucks,Starbucks,255.0,4.2,"Sulaiman Habib Hospital-G6, Al Bandariyah, Al Khobar 34423, Saudi Arabia",SA,Al Khobar,,0x3e49e9cb3f2018df:0xe12d5d89419cd684,ChIJ3xggP8vpST4RhNacQYldLeE,26.310672,50.212903,coffee shops,SAR 20–40,,0,0,0,12,0,12,0,0,0,10,20,0,0,0,0,20,4.175,4.16,4.183333333333334,2151.3333333333335,1774.7,1683.5
Tim Hortons,Tim Hortons,104.0,4.7,"Khaleej Rd, Az Zuhur, Dammam 32423, Saudi Arabia",SA,Dammam,,0x3e49fd005fc5cc61:0x4f77c2bee8eb4d60,ChIJYczFXwD9ST4RYE3r6L7Cd08,26.4586953,50.0822598,coffee shops,,,0,0,0,13,0,4,0,0,0,8,20,0,0,0,0,20,4.207692307692308,4.3,4.425,2594.923076923077,1984.45,516.75
Tim Hortons,Tim Hortons KFIA Airport International,17.0,4.2,"FQ9W+WQH, King Fahd International Airport, Dammam 32567, Saudi Arabia",SA,Dammam,,0x3e35e30054a175e7:0x40116bd7cbd3d8ef,ChIJ53WhVADjNT4R79jTy9drEUA,26.4698164,49.7969924,coffee shops,SAR 20–40,,0,0,0,9,0,10,1,0,0,9,20,0,0,0,0,20,3.4555555555555557,3.61,3.73,214.44444444444446,167.45,120.0
Starbucks,Starbucks,450.0,4.2,"Al, Al Badiyah, Dammam 32243, Saudi Arabia",SA,Dammam,,0x3e49fda6a99f3c37:0x97ad29f403fe6a,ChIJNzyfqab9ST4Rav4D9CmtlwA,26.422725,50.091566,coffee shops,SAR 20–40,,0,0,0,14,0,5,1,0,0,4,20,0,0,0,0,20,4.135714285714285,4.1850000000000005,4.32,1435.7142857142858,1178.4,591.8
Tim Hortons,TIM HORTONS,483.0,4.1,"Ground Floor, Prince Mohd Branch RD, Othaim Mall , Gate 2, Dammam Saudi Arabia",SA,Dammam,,0x3e49fb4b52112161:0xdecfcbca7d6c0890,ChIJYSERUkv7ST4RkAhsfcrLz94,26.4000118,50.1169877,coffee shops,SAR 20–40,,0,0,0,15,0,6,0,0,0,4,20,0,1,0,0,20,3.82,3.9,4.133333333333334,648.8666666666667,670.7,694.0
Starbucks,Starbucks,260.0,4.4,"Tamimi Al Nahda - Drive thru, Al Nahdah, Dammam 34241, Saudi Arabia",SA,Dammam,,0x3e49fd842a91c271:0x796eefa96706ec71,ChIJccKRKoT9ST4RcewGZ6nvbnk,26.3809891,50.1481137,coffee shops,SAR 20–40,,0,0,0,12,0,7,0,0,0,9,20,0,0,0,0,20,3.975,3.926315789473684,4.114285714285715,232.08333333333334,188.94736842105263,129.71428571428572
Tim Hortons,Tim Hortons,125.0,4.4,"846P+2QJ, 8131 Medical Access Rd No. 1, Gharb Al Dhahran, Dhahran, Dammam 34465, Saudi Arabia",SA,Dammam,,0x3e49e70b725c1fe9:0xa15cf8151bd03de6,ChIJ6R9ccgvnST4R5j3QGxX4XKE,26.3099833,50.1366531,coffee shops,SAR 20–40,,0,0,0,10,0,7,0,0,0,8,18,0,0,0,0,18,4.12,4.166666666666667,4.271428571428571,483.8,344.22222222222223,194.42857142857142
Starbucks,Starbucks,50.0,4.7,"ORA Fuel Station- Drive thru, Madinat Al Umal, Al Khobar 34441, Saudi Arabia",SA,Al Khobar,,0x3e49e929c19d4be7:0x664d2e067bd9fe6a,ChIJ50udwSnpST4Rav7ZewYuTWY,26.3027951,50.2073061,coffee shops,SAR 20–40,,0,0,0,7,0,12,0,0,0,8,20,0,0,0,0,20,4.371428571428572,4.315,4.275,1966.142857142857,1727.45,1734.25
Tim Hortons,Tim Hortons,196.0,4.6,"2990 Al Ibrah, Al Nuzha, EDMC7108, 7108, Dammam 32252, Saudi Arabia",SA,Dammam,,0x3e49e5d926d78b35:0xa7e191e01284909c,ChIJNYvXJtnlST4RnJCEEuCR4ac,26.3911756,50.1138789,coffee shops,SAR 20–40,,0,0,0,11,0,7,0,0,0,12,20,0,0,0,0,20,4.309090909090909,4.33,4.414285714285714,899.5454545454545,680.45,594.0
Tim Hortons,Tim Hortons,12.0,5.0,"Al Rashid Mall, Al Ulaya, 3554, Al Khobar Saudi Arabia",SA,Al Khobar,,0x3e49e7f5ab543d3b:0xa90c0fcb7045daf2,ChIJOz1Uq_XnST4R8tpFcMsPDKk,26.2906847,50.1808929,coffee shops,,,0,0,0,15,0,6,0,0,0,5,20,0,0,0,0,20,4.3,4.35,4.433333333333333,6698.4,5909.25,10497.333333333334
Tim Hortons,Tim Hortons,2.0,5.0,"District, Unit No. 7657, 3082 Al Amir Faisal Ibn Fahd Road - Al Bandariyah, Al Khobar Saudi Arabia",SA,Al Khobar,,0x3e49e97ba37518bb:0x276846aeb122a517,ChIJuxh1o3vpST4RF6Uisa5GaCc,26.3087724,50.2108355,coffee shops,,,0,0,0,10,0,12,0,0,0,13,20,0,0,0,0,20,4.23,4.235,4.233333333333333,2508.2,1843.25,1679.0
Starbucks,Starbucks,831.0,4.0,"Prince Metib Road, Hajar, Dammam 34254, Saudi Arabia",SA,Dammam,,0x3e49e3241ccb8773:0x9635bc42865dfa,ChIJc4fLHCTjST4R-l2GQrw1lgA,26.3713879,50.095802,coffee shops,SAR 20–40,,0,0,0,13,0,10,0,0,0,8,20,0,0,0,0,20,4.246153846153846,4.23,4.24,1495.6153846153845,1471.55,1794.3
Tim Hortons,Tim Hortons - تيم هورتنز,54.0,4.3,"8698+H8F, Al Bustan, Al Khobar 34422, Saudi Arabia",SA,Al Khobar,,0x3e49e90051dfcdd9:0xbf3b16b3532cc37f,ChIJ2c3fUQDpST4Rf8MsU7MWO78,26.3189271,50.2158641,coffee shops,SAR 20–40,,0,0,0,9,0,12,0,0,0,13,20,0,0,0,0,20,4.288888888888889,4.285,4.333333333333333,2054.6666666666665,1966.7,1862.6666666666667
Tim Hortons,Tim Hortons,17.0,4.4,"2117 طريق الملك خالد فرعي, 65HW+X8, حي الحمراء, EEDA7369، 7369, Al Khobar 34628, Saudi Arabia",SA,Al Khobar,,0x3e49c34e8c32ba1b:0xa3c7de54f2fcca1a,ChIJG7oyjE7DST4RGsr88lTex6M,26.2298433,50.1955329,coffee shops,SAR 20–40,,0,0,0,9,0,7,0,0,0,6,16,0,0,0,0,16,4.233333333333333,4.242857142857143,4.166666666666667,153.44444444444446,334.64285714285717,587.3333333333334
Starbucks,Starbucks,79.0,4.5,"Plaza, Al Rakah Al Janubiyah, Al Khobar 34226, Saudi Arabia",SA,Al Khobar,,0x3e49e9561849538f:0x902fd221d25a111a,ChIJj1NJGFbpST4RGhFa0iHSL5A,26.3633086,50.1997022,coffee shops,SAR 20–40,,0,0,0,12,0,7,0,0,0,7,20,0,0,0,0,20,4.091666666666666,4.21,4.342857142857143,1518.0833333333333,1357.6,954.1428571428571
Tim Hortons,Tim Horton,55.0,4.2,"حي, EDGC3985, 8562 King Faisal Ibn Abd Al Aziz, Al Khalidiyah Ash Shamaliyah, Dammam Saudi Arabia",SA,Dammam,,0x3e49fb0041a983a7:0xb7e65717bf3b307d,ChIJp4OpQQD7ST4RfTA7vxdX5rc,26.4295148,50.135101,coffee shops,SAR 20–40,,0,0,0,13,0,5,0,0,0,6,18,0,0,0,0,18,3.8166666666666655,3.9705882352941178,4.4,287.5833333333333,268.52941176470586,156.8
Starbucks,Starbucks,45.0,4.6,"New Almana Hospital, Al Aziziyah, Dammam 32424, Saudi Arabia",SA,Dammam,,0x3e49fd3f451aefb3:0xa42d807d47ab6a04,ChIJs-8aRT_9ST4RBGqrR32ALaQ,26.455456,50.068045,coffee shops,SAR 20–40,,0,0,0,15,0,3,0,0,0,6,20,0,0,0,0,20,4.16,4.1850000000000005,4.4,841.1333333333333,1247.65,1911.3333333333333
Tim Hortons,Timhortons Causeway Khobar,85.0,4.7,"58P9+H5, Al Khobar 34619, Saudi Arabia",SA,Al Khobar,,0x3e49c7001416bf79:0x6b79aedaa4f9825c,ChIJeb8WFADHST4RXIL5pNqueWs,26.1865289,50.317068,coffee shops,SAR 20–40,,0,0,0,1,0,3,0,0,0,3,4,0,0,0,0,4,4.6,4.2,4.066666666666666,213.0,151.25,130.66666666666666
Starbucks,Starbucks,716.0,4.4,"Gharb Al Dhahran, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e7b36158de8b:0x2ed986034ba7fbb,ChIJi95YYbPnST4Ru3-6NGCY7QI,26.3052517,50.1293103,coffee shops,SAR 20–40,,0,0,0,12,0,6,0,0,0,8,18,0,0,0,0,18,4.258333333333334,4.294444444444444,4.4,354.0833333333333,304.1111111111111,213.33333333333334
Starbucks,Starbucks,523.0,4.0,"Ground Floor, Al Rashid Mall, Olaya, Al Khobar 34448, Saudi Arabia",SA,Al Khobar,,0x3e49e7e82daeb6ab:0xa57ab6758d069cea,ChIJq7auLejnST4R6pwGjXW2eqU,26.2913075,50.1809882,coffee shops,SAR 20–40,,0,0,0,15,0,6,0,0,0,5,20,0,0,0,0,20,4.3,4.35,4.433333333333333,6698.4,5909.25,10497.333333333334
Starbucks,Starbucks,1680.0,4.2,"Prince Faisal, Al Hizam Al Akhdar, Al Khobar 34436, Saudi Arabia",SA,Al Khobar,,0x3e49e86151d8e767:0xe8812609a2fb4323,ChIJZ-fYUWHoST4RI0P7ogkmgeg,26.3045205,50.1992484,coffee shops,SAR 20–40,,0,0,0,12,0,5,0,0,0,7,20,0,0,0,0,20,4.2,4.25,4.36,2303.25,2121.1,1797.0
Starbucks,Starbucks,1062.0,4.3,"Bright Future, Al Rakah Ash Shamaliyah, Dhahran 34225, Saudi Arabia",SA,Dhahran,,0x3e49e572301a2fed:0x57b98756dff4ee17,ChIJ7S8aMHLlST4RF-7031aHuVc,26.3727048,50.1786097,coffee shops,SAR 20–40,,0,0,0,9,0,9,0,0,0,9,19,0,0,0,0,19,4.177777777777778,4.294736842105263,4.388888888888889,949.0,661.3684210526316,740.5555555555555
Starbucks,Starbucks,26.0,4.3,"9028 Northern Rabiyah St, Gharb Al Dhahran, Dammam 34462, Saudi Arabia",SA,Dammam,,0x3e49e511ba708be9:0xb4e9de581f985b61,ChIJ6YtwuhHlST4RYVuYH1je6bQ,26.331278,50.132222,coffee shops,SAR 1–20,,0,0,0,4,0,7,0,0,0,7,12,0,0,0,0,12,4.275,4.358333333333333,4.314285714285714,132.25,210.75,285.57142857142856
Starbucks,Starbucks,1353.0,4.3,"Centro, Corniche Rd, Al Sahil, Al Khobar 34611, Saudi Arabia",SA,Al Khobar,,0x3e49c33a2b4de30f:0xdd9b66387fe35f0c,ChIJD-NNKzrDST4RDF_jfzhmm90,26.268667,50.216056,coffee shops,SAR 20–40,,0,0,0,18,0,1,3,0,0,2,20,0,0,0,0,20,4.194444444444445,4.194999999999999,3.7,2921.8888888888887,2763.2,4256.0
Costa,Costa Coffee,411.0,4.9,"EDMC7108, 7108, 2990 الشمائل، حي النزهة, Dammam 32252, Saudi Arabia",SA,Dammam,,0x3e49e50034be844f:0x901d593df8316d85,ChIJT4S-NADlST4RhW0x-D1ZHZA,26.391167,50.1137723,coffee shops,SAR 20–40,,0,0,0,12,0,6,0,0,0,11,20,0,0,0,0,20,4.325,4.34,4.433333333333334,899.5,714.45,656.5
Starbucks,Starbucks,5.0,4.2,"8026 King Fahd Road, حي الأمانة, EHDC3792, 3792, Dammam 32324, Saudi Arabia",SA,Dammam,,0x3e360314f5791833:0xb138b9215a8b521,ChIJMxh59RQDNj4RIbWoFZKLEws,26.3730325,49.9764013,coffee shops,$$,,0,0,0,7,0,7,0,0,0,10,17,0,0,0,0,17,4.185714285714285,4.22,4.44,234.85714285714286,159.8,125.4
Costa,COSTA COFFEE,388.0,4.9,"EDSC3683, 8387 Alnoman Bin Amr Bin Rafaa St, 3683، Dammam 32275, Saudi Arabia",SA,Dammam,,0x3e49e32f44a6db91:0xfe99a05b1361cc39,ChIJkdumRC_jST4ROcxhE1ugmf4,26.361328,50.0448178,coffee shops,SAR 20–40,,0,0,0,10,0,11,0,0,0,7,20,0,0,0,0,20,4.05,4.1850000000000005,4.309090909090909,658.4,507.65,338.90909090909093
Starbucks,Starbucks,50.0,4.1,"Al Salam Hospital, Al Rakah Al Janubiyah, Al Khobar 34227, Saudi Arabia",SA,Al Khobar,,0x3e49e94ac5170a45:0x224935bffdd9e317,ChIJRQoXxUrpST4RF-PZ_b81SSI,26.3508211,50.208988,coffee shops,SAR 20–40,,0,0,0,15,0,6,0,0,0,4,20,0,0,0,0,20,4.253333333333333,4.325,4.5,1769.4666666666667,1513.55,1279.5
Tim Hortons,Tim Hortons,220.0,4.5,"gate number 2, Unnamed Road, Al Manar, Dammam 32274, Saudi Arabia",SA,Dammam,,0x3e49fdfbafc81cb1:0x238944017d99d8a4,ChIJsRzIr_v9ST4RpNiZfQFEiSM,26.3912765,50.0380026,coffee shops,SAR 20–40,,0,0,0,14,0,4,0,0,0,5,18,0,0,0,0,18,4.128571428571428,4.161111111111111,4.225,1749.5714285714287,1494.4444444444443,715.25
Costa,Costa Coffee,457.0,4.7,"حي النور, EMJB3674، 3674 طريق الملك سعود الفرعي، 6725, Dammam Saudi Arabia",SA,Dammam,,0x3e49fd0305a78171:0x7ad9fd02ec268649,ChIJcYGnBQP9ST4RSYYm7AL92Xo,26.4226616,50.0281146,coffee shops,SAR 20–40,,0,0,0,18,0,3,0,0,0,4,20,0,0,0,0,20,4.011111111111111,4.04,4.233333333333333,1738.611111111111,1635.3,685.6666666666666
Starbucks,Starbucks,158.0,4.5,"Medical Complex, King Khaled St, Road, Dammam 32245, Saudi Arabia",SA,Dammam,,0x3e49fd93e4b123af:0x441ca88282ef5c9c,ChIJryOx5JP9ST4RnFzvgoKoHEQ,26.4311979,50.0840775,coffee shops,SAR 20–40,,0,0,0,16,0,2,0,0,0,4,20,0,0,0,0,20,4.1375,4.14,4.05,2045.6875,1968.1,790.0
Starbucks,Starbucks,289.0,4.4,"City Walk, Prince Faisal Bin Fahd Road, Olaya, Al Khobar 34445, Saudi Arabia",SA,Al Khobar,,0x3e49e707990cd703:0xb8d3cb0f68d92be5,ChIJA9cMmQfnST4R5SvZaA_L07g,26.306161,50.183436,coffee shops,SAR 20–40,,0,0,0,12,0,8,0,0,0,4,20,0,0,0,0,20,4.358333333333333,4.38,4.4125,4447.833333333333,3273.25,1511.375
Tim Hortons,Tim Hortons Alnoor,212.0,4.3,"Omar Ibn Khatab Street, An Nur, Dammam 32444, Saudi Arabia",SA,Dammam,,0x3e49fd1741a25757:0x7c286ff2a887982b,ChIJV1eiQRf9ST4RK5iHqPJvKHw,26.4360481,50.034506,coffee shops,SAR 20–40,,0,0,0,13,0,7,0,1,0,5,20,0,0,0,0,20,4.123076923076924,4.135,4.214285714285714,420.38461538461536,390.8,282.0
Costa,costa coffee,81.0,4.8,"6XJX+24H, Dhahran 34521, Saudi Arabia",SA,Dhahran,,0x3e361f004ed6f723:0x53fff06b88c8a609,ChIJI_fWTgAfNj4RCabIiGvw_1M,26.2300678,49.9978529,coffee shops,,,0,0,0,5,0,1,0,0,0,2,7,0,0,0,0,7,3.88,4.114285714285715,4.8,17.8,30.142857142857142,81.0
Starbucks,Starbucks,1251.0,4.1,"Ansab Plaza, Al Hamra, Al Khobar 34628, Saudi Arabia",SA,Al Khobar,,0x3e49c36f560f3f45:0xdda090b58e76d3b4,ChIJRT8PVm_DST4RtNN2jrWQoN0,26.2203348,50.213007,coffee shops,SAR 20–40,,0,0,0,13,0,6,1,0,0,9,20,0,0,0,0,20,4.084615384615384,4.17,4.433333333333334,821.1538461538462,800.0,789.6666666666666
Costa,Costa Coffee,140.0,4.8,"صالة القدوم, KFIA Passengers building, Airport Rd, King Fahd International Airport, Dammam 32567, Saudi Arabia",SA,Dammam,,0x3e35e30029b70a33:0x8185814d2580dc6d,ChIJMwq3KQDjNT4RbdyAJU2BhYE,26.469342,49.797218,coffee shops,SAR 20–40,,0,0,0,9,0,10,1,0,0,9,20,0,0,0,0,20,3.4555555555555557,3.61,3.73,214.44444444444446,167.45,120.0
Tim Hortons,Tim Hortons King Saud Noor,170.0,4.3,"King Saud St, Uhud, Dammam 32264, Saudi Arabia",SA,Dammam,,0x3e49fd1651e7bb1f:0x5f0b80f57ef9c45b,ChIJH7vnURb9ST4RW8T5fvWAC18,26.4273804,50.0381037,coffee shops,,,0,0,0,13,0,5,0,0,0,6,20,0,0,0,0,20,4.023076923076923,4.035,4.0600000000000005,1108.5384615384614,885.5,455.2
Starbucks,Starbucks,274.0,4.2,"Novotel Dammam Business Park - Drive Thru, King Fahd Road, Al Khalidiyah Ash Shamaliyah, Dammam 32232, Saudi Arabia",SA,Dammam,,0x3e49fb6304377ec3:0xcf4a7d597d3409a0,ChIJw343BGP7ST4RoAk0fVl9Ss8,26.4069,50.138279,coffee shops,SAR 20–40,,0,0,0,10,0,3,0,2,1,7,16,0,1,0,0,16,3.8777777777777778,4.113333333333333,4.0,153.66666666666666,135.06666666666666,173.66666666666666
Costa,Costa Coffee,17.0,4.9,"3121 Prince Mohammed Bin Fahd Road, Ash Shati Ash Sharqi, Dammam 32413, Saudi Arabia",SA,Dammam,,0x3e49fb007cd83345:0xeff5c0e027d55078,ChIJRTPYfAD7ST4ReFDVJ-DA9e8,26.459531,50.1208001,coffee shops,,,0,0,0,16,0,4,0,0,0,5,20,0,0,0,0,20,4.28125,4.26,4.2,3883.375,3399.7,1426.75
Tim Hortons,Tim Hortons,8.0,3.1,"13 St, Ibn Khaldun, Dammam 32253, Saudi Arabia",SA,Dammam,,0x3e49e9199b717a5b:0x8b28b13509b0f868,ChIJW3pxmxnpST4RaPiwCTWxKIs,26.4190025,50.0997193,coffee shops,,,0,0,0,12,0,7,1,0,0,5,20,0,0,0,0,20,4.058333333333333,4.154999999999999,4.242857142857143,1570.5833333333333,1244.6,800.4285714285714
Starbucks,Starbucks,12.0,3.9,"846M+C37, Dhahran Blvd, Gharb Al Dhahran, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e78670718e7d:0xaa9dce6afc01c919,ChIJfY5xcIbnST4RGckB_GrOnao,26.3110296,50.1326698,coffee shops,SAR 20–40,,0,0,0,10,0,7,0,0,0,9,18,0,0,0,0,18,4.11,4.144444444444444,4.228571428571429,401.8,295.3888888888889,186.0
Costa,Costa Coffee,116.0,3.8,"C478+36Q, Al Shifa, Dammam 32236, Saudi Arabia",SA,Dammam,,0x3e49fb443d259cb1:0xb76ae24ddeef290f,ChIJsZwlPUT7ST4RDynv3k3iarc,26.4127052,50.1156145,cafes,$$,,0,0,0,14,0,4,0,0,0,7,20,0,0,0,0,20,4.128571428571428,4.195,4.325,2728.1428571428573,2202.35,647.0
Starbucks,Starbucks,588.0,4.0,"Tamimi Markets-Raka, Al Rakah Al Janubiyah, Al Khobar 34227, Saudi Arabia",SA,Al Khobar,,0x3e49e8b2e7a754a1:0xa4f6c80f6b97bf3,ChIJoVSn57LoST4R83u59oBsTwo,26.3457069,50.1956443,coffee shops,SAR 20–40,,0,0,0,15,0,6,0,0,0,7,20,0,0,0,0,20,4.306666666666667,4.34,4.45,1887.1333333333334,1558.25,1343.0
Costa,Costa Coffee,5.0,5.0,"C4R6+WQP, Al Amamrah, Dammam 32415, Saudi Arabia",SA,Dammam,,0x3e49fb0070602159:0x3cb0a6f7455ee44e,ChIJWSFgcAD7ST4RTuReRfemsDw,26.4425441,50.1120413,coffee shops,,,0,0,0,19,0,1,0,0,0,3,20,0,0,0,0,20,4.052631578947368,4.065,4.3,1625.7368421052631,1556.7,245.0
Starbucks,Starbucks,601.0,3.8,"Intl' Airport-Domestic Airside, King Fahd, King Fahd International Airport, Dammam 32567, Saudi Arabia",SA,Dammam,,0x3e35e26a5f03013f:0x6d13307bd35309dd,ChIJPwEDX2riNT4R3QlT03swE20,26.4677608,49.7960549,coffee shops,SAR 20–40,,0,0,0,9,0,10,1,0,0,9,20,0,0,0,0,20,3.4555555555555557,3.61,3.73,214.44444444444446,167.45,120.0
Tim Hortons,Tim Hortons Azizia Drive thru,365.0,4.2,"King Khalid Rd, حي, 7512 3676, Al Khobar 34722, Saudi Arabia",SA,Al Khobar,,0x3e49c3d453b286db:0x2bdd5803f12f6e3a,ChIJ24ayU9TDST4ROm4v8QNY3Ss,26.1869083,50.1869007,coffee shops,SAR 20–40,,0,0,0,19,0,3,0,0,0,3,20,0,0,0,0,20,4.078947368421052,4.09,4.333333333333333,1819.0,1799.15,718.0
Costa,Costa coffee,2.0,3.0,"C266+9J9, King Fahd Suburb, Dammam 32314, Saudi Arabia",SA,Dammam,,0x3e3603006741986b:0xa90f66cb73174b5,ChIJa5hBZwADNj4RtXQxt2z2kAo,26.4109116,50.0116223,coffee shops,,,0,0,0,13,0,6,0,0,0,6,20,0,0,0,0,20,4.1,4.095000000000001,4.05,640.0,515.2,287.1666666666667
Starbucks,Starbucks,1666.0,3.9,"West Avenue Mall, Al Faysaliyah, Dammam 32271, Saudi Arabia",SA,Dammam,,0x15e3530dee179469:0xd57379ddb7f6c6cf,ChIJaZQX7g1T4xURz8b2t915c9U,26.3871907,50.0749654,coffee shops,SAR 20–40,,0,0,0,15,0,6,0,0,0,4,20,0,0,0,0,20,4.26,4.29,4.383333333333334,1571.0666666666666,1555.9,1470.3333333333333
Tim Hortons,Tim Hortons (drive thru) - تيم هورتينز,139.0,4.7,"6092 Riyadh Rd, Ash Shati, EGAB3734,3734, Al Qatif, Dammam 32617, Saudi Arabia",SA,Dammam,,0x3e4a01002811a7eb:0x67dad8cb6e785261,ChIJ66cRKAABSj4RYVJ4bsvY2mc,26.5570506,50.0391683,coffee shops,SAR 20–40,,0,0,0,14,0,6,0,0,0,7,20,0,0,0,0,20,4.25,4.3,4.316666666666666,945.0714285714286,870.5,676.1666666666666
Tim Hortons,Tim hortons,91.0,4.3,"Shorfat park, King Faisal Ibn Abd Al Aziz, Al Rakah Al Janubiyah, Al Khobar 34218, Saudi Arabia",SA,Al Khobar,,0x3e49e9cdcdc827c5:0xd65a82ec709ddb1a,ChIJxSfIzc3pST4RGtudcOyCWtY,26.3516643,50.211089,coffee shops,SAR 20–40,,0,0,0,11,0,11,0,0,0,9,20,0,0,0,0,20,4.345454545454545,4.3950000000000005,4.463636363636364,1332.2727272727273,976.55,533.5454545454545
